681.6,1.4915,0.9952,122.57,58.825,123.25,2.877,1.9289,1.0463,0.24,0.328,2.7273,0.128,0.2,1.7778,0.104,0.168,1.625,0.064,0.104,1.6,0.04,0.04,0.6192,-0.1232
667.21,1.4743,0.8432,122.86,63.231,117.33,2.8759,1.9507,1.0631,0.216,0.304,2.4545,0.12,0.192,1.6667,0.104,0.16,1.8571,0.048,0.08,1.5,0.032,0.032,0.6416,-0.1248
704.14,1.4254,0.7296,106.79,57.571,112.93,2.7965,1.9619,0.92924,0.144,0.224,1.8,0.104,0.168,1.625,0.088,0.144,1.5714,0.04,0.064,1.6667,0.024,0.024,0.656,-0.1264
643.86,1.5054,1.1344,128.85,59.674,116.42,2.9257,1.9435,1.1244,0.256,0.352,2.6667,0.128,0.2,1.7778,0.104,0.168,1.625,0.072,0.12,1.5,0.048,0.048,0.6384,-0.1264
994.94,1.0518,2.0768,107.24,66.874,132.15,2.7911,2.6536,0.99644,0.272,-0.016,-0.94444,0.12,-0.168,-0.41667,0.096,-0.192,-0.33333,0.024,-0.264,-0.083333,-0.288,-0.288,0.1344,0.328
631.86,1.5005,0.8816,117.02,70.878,111.12,2.8886,1.9251,1.0934,0.272,0.36,3.0909,0.136,0.208,1.8889,0.112,0.176,1.75,0.072,0.12,1.5,0.048,0.048,0.6656,-0.1248
785.28,1.2122,1.0128,116.31,73.544,107.51,2.8028,2.3122,0.98795,0.272,0.368,2.8333,0.136,0.208,1.8889,0.112,0.176,1.75,0.072,0.12,1.5,0.048,0.048,0.6864,-0.1248
953.62,1.139,1.1152,112.41,73.373,110.8,2.3027,2.0218,0.52794,-0.128,-0.048,-1.6,0.128,0.192,2,0.104,0.16,1.8571,0.048,0.08,1.5,0.032,0.032,0.5408,-0.1056
861.07,1.2883,1.0208,113.3,75.607,109.15,2.4306,1.8867,0.55546,0.272,0.352,3.4,0.12,0.184,1.875,0.096,0.144,2,0.04,0.064,1.6667,0.024,0.024,0.5392,-0.1008
897.31,1.2019,1.2368,138.3,38.947,114.77,2.6517,2.2061,0.73537,-0.296,-0.208,-3.3636,-0.296,-0.224,-4.1111,0.16,0.224,2.5,0.096,0.144,2,0.072,0.024,0.4064,-0.0944
659.25,1.4727,0.6816,131.53,45.456,116.62,2.8905,1.9627,1.0957,0.256,0.28,10.667,0.12,0.144,5,0.104,0.128,4.3333,0.064,0.088,2.6667,0.024,0.024,0.1296,0.3904
969.5,1.1847,1.04,103.36,56.561,115.67,2.6446,2.2322,0.64996,0.248,0.328,3.1,0.112,0.176,1.75,0.096,0.144,2,0.048,0.072,2,0.024,0.024,0.5968,-0.1248
835.2,1.364,0.8592,105.54,76.592,107.82,2.6593,1.9496,0.62276,0.312,0.4,3.5455,0.136,0.2,2.125,0.104,0.16,1.8571,0.04,0.064,1.6667,0.024,0.024,0.6688,-0.1264
790.66,1.2915,1.2032,111.57,65.497,112.81,2.6373,2.042,0.79764,-0.312,-0.232,-3.9,0.264,0.328,4.125,0.112,0.168,2,0.048,0.072,2,0.024,0.024,0.6672,-0.1248
778.45,1.3297,1.1472,111.9,65.496,112.42,2.6959,2.0275,0.8084,0,-0.176,0,0,-0.176,0,0,-0.176,0,0,-0.176,0,-0.176,-0.176,0.4624,-0.0928
606.24,1.5061,1.1568,119.34,57.629,104.19,2.9426,1.9538,1.1471,0.256,0.352,2.6667,0.136,0.216,1.7,0.112,0.184,1.5556,0.072,0.12,1.5,0.048,0.048,0.704,-0.1376
676.98,1.7451,0.6128,108.2,43.395,129.71,2.6331,1.5088,0.68298,0.224,0.312,2.5455,0.12,0.184,1.875,0.08,0.128,1.6667,0,0.048,0,0.048,0.048,0.5936,-0.1296
750.74,1.3725,0.4368,100.18,63.757,114.76,2.8706,2.0915,0.94412,0.288,0.392,2.7692,0.168,0.248,2.1,0.104,0.176,1.4444,0.04,0.072,1.25,0.032,0.032,0.6672,-0.1456
270.16,1.3414,1.8176,112.08,59.12,62.334,0.71403,0.5323,0.25651,0.432,0.568,3.1765,0.24,0.352,2.1429,0.16,0.256,1.6667,0.08,0.144,1.25,0.064,0.064,0.8144,-0.1808
270.16,1.3414,1.8176,112.08,59.12,62.334,0.71403,0.5323,0.25651,0.432,0.568,3.1765,0.24,0.352,2.1429,0.16,0.256,1.6667,0.08,0.144,1.25,0.064,0.064,0.8144,-0.1808
292.43,1.4231,0.592,121.11,75.554,87.586,0.69925,0.49137,0.26213,0.328,-0.232,-0.58571,0.16,-0.4,-0.28571,0.128,-0.432,-0.22857,0.08,-0.48,-0.14286,-0.552,-0.56,0.1264,0.3968
276.13,1.4392,0.912,123.15,76.235,82.979,0.73412,0.5101,0.30017,0.32,0.432,2.8571,0.152,0.24,1.7273,0.12,0.192,1.6667,0.072,0.12,1.5,0.048,0.048,0.7936,-0.152
289.85,1.4588,0.7808,119.75,76.206,92.7,0.7333,0.50269,0.29556,0.312,0.424,2.7857,0.16,0.248,1.8182,0.128,0.208,1.6,0.08,0.136,1.4286,0.056,0.056,0.808,-0.16
284.63,1.4454,1.5488,137.15,81.085,87.565,0.73447,0.50813,0.29583,0.248,0.36,2.2143,0.136,0.224,1.5455,0.112,0.192,1.4,0.064,0.112,1.3333,0.048,0.048,0.7984,-0.1568
302.05,1.3152,1.928,117.68,76.736,79.114,0.69713,0.53006,0.25826,0.312,-0.144,-0.68421,0.144,-0.312,-0.31579,0.12,-0.336,-0.26316,0.072,-0.384,-0.15789,-0.456,-0.456,0.1504,0.4848
299.82,1.444,2.0272,116.06,74.085,94.947,0.73363,0.50806,0.28901,0.336,0.44,3.2308,0.152,0.232,1.9,0.12,0.192,1.6667,0.072,0.12,1.5,0.048,0.048,0.784,-0.1488
298.33,1.4314,3.518,132.14,80.264,94.937,0.73457,0.5132,0.29779,0.272,0.376,2.6154,0.136,0.224,1.5455,0.112,0.192,1.4,0.064,0.112,1.3333,0.048,0.048,0.7088,-0.1456
284.6,1.3993,3.16,124.13,75.265,82.921,0.69983,0.50011,0.27142,-0.328,-0.224,-3.1538,0.144,0.224,1.8,0.112,0.184,1.5556,0.064,0.112,1.3333,0.048,0.048,0.6336,-0.1248
288.92,1.4637,3.29,122.26,74.246,94.937,0.72768,0.49715,0.29796,0.272,0.376,2.6154,0.144,0.224,1.8,0.12,0.192,1.6667,0.072,0.112,1.8,0.04,0.04,0.7808,-0.1472
297.66,1.4402,3.798,108.42,69.766,94.937,0.73998,0.51382,0.29987,0.376,0.48,3.6154,0.152,0.232,1.9,0.12,0.192,1.6667,0.072,0.12,1.5,0.048,0.048,0.7856,-0.1472
278.44,1.4085,2.4336,107.37,74.035,78.454,0.73598,0.52253,0.29286,0.328,0.44,2.9286,0.152,0.232,1.9,0.12,0.192,1.6667,0.072,0.12,1.5,0.048,0.048,0.7936,-0.1552
337.77,1.4076,2.2053,118.08,72.005,105.63,0.7263,0.51597,0.26129,0.32,0.424,3.0769,0.144,0.224,1.8,0.112,0.184,1.5556,0.072,0.12,1.5,0.048,0.048,0.7776,-0.1536
310.31,1.4535,2.99,114.19,71.647,94.343,0.72603,0.49951,0.25913,0.248,0.352,2.3846,0.136,0.224,1.5455,0.112,0.184,1.5556,0.064,0.112,1.3333,0.048,0.048,0.7888,-0.1504
300.54,1.3633,1.3264,118.38,67.711,87.887,0.70088,0.5141,0.2726,0.296,0.392,3.0833,0.136,0.216,1.7,0.112,0.176,1.75,0.064,0.112,1.3333,0.048,0.048,0.7728,-0.1456
322.29,1.3894,2.34,110.58,61.424,94.937,0.69088,0.49726,0.23955,0.296,0.4,2.8462,0.128,0.208,1.6,0.104,0.176,1.4444,0.064,0.112,1.3333,0.048,0.048,0.7264,-0.1504
320.08,1.3313,3.182,108.02,61.513,95.545,0.71035,0.53357,0.28144,0.312,0.408,3.25,0.136,0.216,1.7,0.112,0.184,1.5556,0.072,0.12,1.5,0.048,0.048,0.6336,-0.1264
310.12,1.3639,0.9088,108.31,61.213,92.824,0.69648,0.51067,0.2668,0.32,0.416,3.3333,0.136,0.216,1.7,0.112,0.176,1.75,0.064,0.104,1.6,0.04,0.04,0.8032,-0.1536
287.12,1.3075,3.152,106.19,56.209,73.356,0.69029,0.52794,0.2629,0.288,-0.08,-0.78261,0.12,-0.248,-0.32609,0.096,-0.272,-0.26087,0.048,-0.32,-0.13043,-0.368,-0.368,0.1456,0.4848
279.47,1.4404,1.0128,107.51,61.164,86.434,0.72345,0.50227,0.29593,0.288,-0.072,-0.8,0.128,-0.232,-0.35556,0.104,-0.256,-0.28889,0.064,-0.296,-0.17778,-0.36,-0.36,0.1504,0.4928
280.48,1.3893,1.2448,107.89,58.625,82.015,0.73189,0.52679,0.30668,0.304,0.408,2.9231,0.128,0.208,1.6,0.104,0.176,1.4444,0.056,0.096,1.4,0.04,0.04,0.7872,-0.1504
265.37,1.4335,2.8592,106.7,58.066,78.784,0.73273,0.51116,0.30985,0.256,0.36,2.4615,0.128,0.208,1.6,0.104,0.176,1.4444,0.064,0.112,1.3333,0.048,0.048,0.7856,-0.1504
327.85,1.2901,0.7728,105.46,58.246,93.364,0.67848,0.5259,0.25466,0.32,0.432,2.8571,0.136,0.224,1.5455,0.112,0.192,1.4,0.064,0.12,1.1429,0.024,0.008,0.6416,-0.1264
285.53,1.4713,0.3024,105.61,55.506,82.473,0.75376,0.51232,0.28144,0.36,0.048,-1.1538,0.184,-0.128,-0.58974,0.144,-0.168,-0.46154,0.08,-0.232,-0.25641,-0.312,-0.312,0.1744,0.52
372.48,1.3507,0.952,84.596,57.48,89.579,0.74673,0.55283,0.20917,0.392,0.488,4.0833,0.12,0.192,1.6667,0.088,0.144,1.5714,0,0.056,0,0.056,0.056,0.8288,-0.1552
534.98,1.1227,1.0928,87.044,53.798,84.477,0.66023,0.58806,0.1082,0.336,0.432,3.5,0.144,0.224,1.8,0.12,0.184,1.875,0.072,0.112,1.8,0.04,0.04,0.672,-0.136
423.75,1.0628,1.136,88.503,55.123,84.164,0.6105,0.5744,0.16392,0.352,0.48,2.75,0.184,0.288,1.7692,0.152,0.24,1.7273,0.08,0.144,1.25,0.064,0.064,0.672,-0.1392
321.5,1.4449,1.3152,87.903,53.292,88.445,0.72483,0.50163,0.22824,0.152,0.264,1.3571,0.152,0.232,1.9,0.12,0.192,1.6667,0.064,0.104,1.6,0.04,0.04,0.6704,-0.1264
618.15,1.2487,0.5616,91.236,60.308,91.063,0.624,0.49971,0.063079,0.128,-0.072,-0.64,0.08,-0.12,-0.4,0.056,-0.144,-0.28,0,-0.2,0,-0.2,-0.2,0.1024,0.2176
326.8,1.3546,1.3008,87.339,53.274,88.655,0.69901,0.51604,0.23433,0.392,0.136,-1.5313,0.248,-0.008,-0.96875,0.16,-0.096,-0.625,0.08,-0.176,-0.3125,-0.256,-0.256,0.1808,0.4992
603.11,1.05,0.9952,97.699,62.19,90.769,0.65957,0.62818,0.10438,0,-0.128,0,0,-0.128,0,0,-0.128,0,0,-0.128,0,-0.128,-0.128,0.4336,-0.0912
335.99,1.3222,0.6912,93.632,60.277,88.619,0.71848,0.54341,0.24572,0.424,0.544,3.5333,0.264,0.36,2.75,0.152,0.24,1.7273,0.072,0.12,1.5,0.048,0.048,0.8496,-0.1712
509.88,1.0154,0.8,89.383,57.922,84.375,0.70068,0.69003,0.1638,0.384,0.392,48,0.16,0.168,20,0.112,0.12,14,0.048,0.056,6,0.008,0.008,0.1568,0.5168
404.96,1.2371,2.2432,91.117,61.106,83.709,0.652,0.52703,0.15029,0.368,0.48,3.2857,0.16,0.248,1.8182,0.112,0.184,1.5556,0.048,0.088,1.2,0.04,0.04,0.6752,-0.1328
488.83,1.1349,0.6736,94.646,60.26,84.049,0.69236,0.61004,0.13875,0.416,0.52,4,0.144,0.224,1.8,0.112,0.184,1.5556,0.064,0.112,1.3333,0.048,0.048,0.5024,-0.1056
332.39,1.3457,3.8112,88.432,57.746,87.209,0.67221,0.49951,0.20876,0.4,0.52,3.3333,0.24,0.336,2.5,0.16,0.24,2,0.08,0.128,1.6667,0.048,0.048,0.8576,-0.1664
310.45,1.4134,3.9173,83.952,50.201,89.286,0.71821,0.50813,0.25355,0.368,0.256,-3.2857,0.208,0.096,-1.8571,0.144,0.032,-1.2857,0.072,-0.04,-0.64286,-0.112,-0.112,0.1744,0.4928
492.3,0.96352,0.3648,97.278,65.442,89.652,0.64733,0.67183,0.17699,0.32,0.44,2.6667,0.168,0.264,1.75,0.128,0.216,1.4545,0.08,0.136,1.4286,0.056,0.056,0.7456,-0.1664
618.37,1.4861,0.328,96.377,72.927,111.28,2.9448,1.9815,1.2113,0.416,0.528,3.7143,0.176,0.264,2,0.136,0.216,1.7,0.072,0.12,1.5,0.048,0.048,0.9152,-0.1536
689.38,1.4594,0.3648,104.46,88.792,124.49,2.8756,1.9704,1.078,0.368,0.016,-1.0455,0.184,-0.168,-0.52273,0.144,-0.208,-0.40909,0.08,-0.272,-0.22727,-0.352,-0.352,0.1552,0.5248
